air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,machine_failure,failure_type
303.18767530651195,312.2462706060435,1575.0741628121004,39.7840134406566,46,0,None
297.0722269740498,305.9848979350539,1291.3691153913487,47.14780013462649,128,0,None
299.42180994462296,309.52294759725083,1520.6966121262699,28.258602075637572,230,0,None
301.7155008790748,313.3431609908995,1692.1066198366145,33.69794970757672,174,0,None
301.03902951087304,311.692780357265,1319.974623986496,41.416859329255104,107,0,None
297.71734756875094,306.84245421983445,1421.8685902185748,48.67542106025157,32,0,None
300.22469493940935,309.7896305678961,1135.4807592836082,54.11039251221479,122,0,None
299.82263667986416,309.07727211382013,1317.4122524427498,32.45433113344891,57,0,None
298.3452428070976,307.0370012398838,1723.8481251672806,29.99077391322568,118,0,None
299.1390442581496,309.0096236842684,1588.0109230245114,24.550817386550563,26,0,None
303.04487178417605,313.0034515673567,1614.5302627240533,39.88166153977434,22,0,None
304.3727503351583,314.9728339884028,1408.9418886623578,30.247873869986638,71,0,None
298.5042104517486,307.5199819277585,1497.1885396423993,48.30274198769861,205,0,None
300.71541242957846,311.108336391558,1748.5027732204562,41.382022175501575,58,0,None
300.6255613177414,310.0781556554891,1484.7657510786273,46.60337803889847,241,0,None
299.7050047757136,308.89315887598235,1598.6744955743484,48.6904118221443,155,0,None
302.72045479457245,314.2517116485632,1470.6990582832443,23.238299278008004,35,0,None
299.10897353809725,309.3109676278658,1330.6527726541344,26.892687547258138,249,0,None
298.3080679398494,308.9737044309886,1488.541849011394,34.77931309639778,92,0,None
298.09166384488253,308.9423383830251,1150.4051959996184,44.757980275458415,6,0,None
301.3597580313633,313.22160279932905,1854.7187179159168,46.17931888493637,36,0,None
301.33011216613176,310.3820557430924,1343.6702653160005,33.75768909192863,69,0,None
298.74152044595036,307.9931521016036,1375.115358295871,41.524613449428465,209,0,None
300.0566175660556,307.9385918732707,1575.5581123749273,39.818083780724066,211,0,None
305.01030849005195,314.2767917419687,1453.5913061650426,36.15544501501955,116,0,None
298.3217089867776,307.5846760344102,1277.662000352362,49.55949101991378,85,0,None
296.229864570329,307.30036018951773,1467.313541594904,28.72593903115211,238,0,None
295.47761613838526,304.0200855336998,1512.9387946664265,54.72127308397059,32,0,None
299.98383919772226,308.7160610616068,1969.2898186166735,41.311253990974905,115,0,None
303.1152373473948,314.1810524411416,1146.6997545251222,54.14535567150178,96,0,None
300.0736634483817,310.52701313260064,1288.3520821137595,41.953629700476846,217,0,None
299.20049332029083,309.498464321467,1573.0000483905346,47.768151530033414,173,0,None
298.81637755675035,308.50247196805105,1470.7182505534902,39.816010655006124,222,0,None
298.06629325920255,307.5818601610414,1366.6726196902077,36.5952643278089,188,0,None
297.7086198474499,308.95464827340646,1365.9037105770876,18.701786280741786,95,0,None
296.86661992033345,308.12515196018416,1611.061619258611,47.33612569587157,60,0,None
297.76239459570616,309.0134295429446,1449.3596562819014,51.464747494778706,175,0,None
298.4285219016873,308.0635684816187,1180.8266198618094,43.982358969168516,174,0,None
297.68612072881996,309.00135836894344,1245.9486891038578,41.83837237933199,226,0,None
295.26391761116315,305.7842575359939,1719.9083044793051,43.27804802844698,220,0,None
301.753079259608,311.5526567791859,1591.5752053414399,33.71561657040269,128,0,None
301.71156336749567,311.4085278593907,1558.526288077469,37.051114104432344,144,0,None
300.62174847635066,309.7562952187817,1782.271264320606,48.133116492394166,251,0,None
296.67197307796187,307.01427398881765,1378.2272916107352,28.04643450372655,23,0,None
301.5133501118325,311.3667230481778,1553.1198583479443,44.71575317099035,26,0,None
298.7923612772819,308.1757414893651,1567.336520425406,33.10890040796133,138,1,Heat Dissipation Failure
301.5937788090976,311.041985007082,1395.2448044055081,37.083888750607755,13,0,None
298.0876754178658,309.55625174656967,1642.4829469639333,18.34949676198478,251,0,None
300.1667898484824,310.48220079095995,1603.2165028442075,26.30312390586255,186,0,None
302.0707902226763,313.2837206498964,1589.4310555179864,42.0639020297838,27,0,None
299.39667652481455,311.47250300508153,1448.9703806343969,50.269038160774215,48,0,None
299.1207712723571,309.07582674840904,1882.9693403323008,18.719998254348916,62,0,None
299.51700994806697,307.8419502667438,1671.8074918124341,56.78354083289797,190,0,None
300.4536121964766,311.8579154732229,1528.761310099644,25.804993501127946,208,1,Overstrain Failure
302.510944219108,311.6839406086966,1853.6206381892978,46.343943082608746,185,0,None
303.2835754873262,312.85161186670956,1710.260408112017,41.32833399646282,177,0,None
298.5229842319612,309.1180703461529,1677.4092117987614,37.8874610296872,141,0,None
301.6141854842606,311.3665755155991,1219.513239930759,50.65375866589438,170,0,None
299.60169366421,308.9087140042996,1424.9304933865274,36.89328054490338,158,0,None
299.94247768853063,309.9318714153568,1539.1597151143646,29.22055508247435,213,0,None
298.56537483142506,308.6303906513684,1525.2476951720853,56.28492526079987,248,0,None
301.6866797505796,310.34074425825787,1242.0124367455292,65.18244305175755,46,0,None
297.32705737438073,307.8944240191226,1248.0376252870694,44.30317102950947,242,0,None
303.70897532966495,312.0776145009268,1701.4468114005056,33.608209878757094,218,0,None
298.39061602950386,308.27363022521104,1603.1311250385102,32.81274289598219,37,0,None
296.83271607566184,308.51558912884536,1647.4158710845456,30.160430910684223,102,0,None
300.53531442461804,312.08046394178274,1542.426928805333,24.822422482262215,101,0,None
296.8663779713889,307.1924856056393,1430.1583171214065,50.6810831161976,234,0,None
298.4116395278908,308.7316119642356,1754.2284648961197,54.472286895611724,57,0,None
299.6243103978928,309.3902373155728,1188.4336798827849,26.425033814093815,2,0,None
297.7209778112839,307.5411958831055,1398.0109881496155,39.105882537295074,29,0,None
299.640682311736,311.69192759096893,1769.8936477957923,40.74346046530374,201,0,None
296.17022219728227,306.6497152078454,1123.493181089707,37.43852969995349,165,0,None
299.0347242868789,306.7127464018289,1667.0276935619065,64.29782009977146,220,0,None
297.7901522178481,308.5310284190036,1724.7689187289661,38.24404866043279,207,0,None
302.1436223467501,311.37403777557165,1645.772553351526,21.851584991011798,82,0,None
298.6289328982562,308.1915917377957,1483.0490258362972,32.31496071025927,0,0,None
300.02577199509244,309.6032371221209,1416.7433016741822,59.975233659993876,204,0,None
297.1491534960689,306.7058822268881,1500.5181651484756,39.87211306350417,170,1,Overstrain Failure
299.9470733071461,311.2480102778889,1744.102065705229,35.667861050040244,65,0,None
297.49772341584276,306.8850298477831,1562.9126217446258,46.98975036303772,157,0,None
299.92218128891193,309.46973719255936,999.7201095739368,15.31848743641142,39,0,None
300.8317029487539,310.7880419365313,1433.3637716299127,46.05528130406117,239,0,None
299.33157762097284,307.5299623441926,1679.1504481007873,37.75617936821906,154,0,None
298.6272854267069,309.6938312656738,1475.0056912514985,38.029403940074765,183,0,None
296.0259191869344,304.63782349160715,1495.4900129295945,44.93254689889078,168,0,None
301.702262624007,310.8519681716378,1529.8494605232343,40.89425132849386,129,0,None
301.18588244321,313.55401152639047,1564.4031354604576,28.077829713018012,163,0,None
301.9356092220211,310.73075244791954,1380.7064704816553,39.028980154192055,181,0,None
297.9419750088179,309.6742837047061,1406.481154425759,38.24805716015184,139,0,None
299.3900577765131,307.2893303539104,1694.145315322583,46.02861579884782,133,0,None
299.15391665299035,308.5111306421092,1324.1273597147547,46.573562342243626,33,0,None
299.3070418488868,309.4277360733333,1430.8161301118405,39.36143913917603,123,0,None
305.50681025105456,316.45082005555867,1386.002016416661,40.48291513774897,39,0,None
298.0176257325587,307.0147396880133,1652.0343022843035,39.58271681189002,111,0,None
300.4707723895838,308.49801149590905,1523.1899223142434,25.170398815575048,171,0,None
299.48854250658115,309.3324283391159,1446.9747830517865,39.53742554058986,178,0,None
297.97648282747053,304.9114664167757,1432.2610490141014,50.051953806272174,18,0,None
301.9714410000975,312.1112490864964,1675.040639642086,36.8367955053825,148,0,None
301.7333405015865,312.1670608229303,1369.251333770993,39.07303211871559,112,0,None
299.88923862637023,311.08183032582957,1468.3410306944966,53.70702293802033,177,0,None
299.06742370377737,308.9574740571843,1474.8496700573944,52.11559941497947,97,0,None
294.06918764351406,304.36415297760334,1447.1241851508037,38.927098286364554,150,0,None
299.33807937405714,308.8494507005504,1593.7923795758425,52.58561033549731,1,0,None
299.9296388537183,309.3643956678113,1554.809561346823,44.022228643547926,220,0,None
298.7780145950945,309.58847686112273,1485.9829517471987,36.80434600522874,200,0,None
298.21567337696797,308.0838374213256,1272.0704950515087,57.09883609498635,134,0,None
297.1121737443381,307.2485660570792,1320.0553306350025,53.295459080430604,202,0,None
299.0488421529193,309.8945726097845,1529.6449353009855,43.51792787091358,140,0,None
295.70860989216703,305.830844421074,1239.5947397176292,49.06950993738721,104,0,None
300.84258492706596,310.84850366795047,1489.5961598053868,43.78124744879922,143,0,None
300.66416009616245,310.9356832069081,1525.7967184241572,47.85580948796011,45,0,None
300.86139569012556,312.0588470330395,1331.5817201465472,25.076917211451764,240,0,None
296.9631415248916,308.06994200592493,1492.5558710155562,43.259991075644685,203,0,None
298.95066110672667,306.426055653651,1546.9626622672774,43.43717824978756,100,0,None
299.8803918370309,310.5522156967658,1390.8001940190163,51.082408811363145,211,0,None
301.4815121465089,310.4043788346099,1615.588518201521,41.87687059000593,194,0,None
299.36073338165266,309.0415704868309,1208.763874911606,39.39408744583584,202,0,None
297.3821140584361,308.39739176151454,1336.6472689381549,49.91097980718652,3,0,None
302.20280679702915,311.9581729650392,1514.2597937352493,34.97906072769709,47,0,None
299.3415083186325,310.65017001572073,1649.2859942981715,39.96007398654264,228,0,None
301.15405487664395,310.75743565378326,1224.395150746702,32.16774324445282,20,0,None
298.8010739761511,309.22815928337536,1483.5379426954432,45.356105055353595,154,0,None
302.433225695812,314.4043208153328,1350.6752137913106,44.31840487030173,111,0,None
299.36462101349815,311.2940204933482,1608.2243691768924,50.94418422922601,41,0,None
300.22361322214,310.4219946256064,1540.6386970308456,40.335323868497404,211,0,None
298.1127822671553,309.7312106596994,1168.96586156483,32.90441271795735,157,0,None
299.3079667788909,309.77295824987425,1469.3191980243112,44.40874726029571,201,0,None
304.19904482839996,313.1889432943386,1405.656235553813,49.312301946996485,148,0,None
298.8297519749615,309.2375811913858,1645.7671298985313,61.38066716528115,42,0,None
302.50851430182496,312.874860263678,2003.5906007690535,39.34137268199952,245,0,None
299.38909837593275,309.5897988600503,1355.696136493166,39.7685353517856,28,0,None
303.66625689312065,313.49671474988065,1783.1513625843236,50.1993726201905,77,0,None
302.8298131132484,311.7485398820669,1636.9698676049957,45.384599536980694,27,0,None
299.0185271882419,309.5750097988428,1195.0758932726358,34.21938203542808,177,0,None
299.89131922712147,309.67447628293337,1503.0603654212805,36.06959403618288,227,0,None
300.0758569019073,311.4257914411789,1665.4995508824397,35.6914317235998,29,0,None
296.86278593417285,307.0685073781575,1557.983214756418,34.85562887662945,170,0,None
299.12021448650285,308.7946700057247,1468.7688354831978,53.33267918885219,152,1,Tool Wear Failure
301.0986763508122,311.50587764954406,1632.546867408554,40.86081016002757,234,0,None
303.14546110141004,313.85361747927186,1949.7656487219756,38.61008362891303,52,0,None
303.31781708733746,312.4045584141228,1655.926315486199,19.043843965130055,135,0,None
297.1140905595252,308.5584175187538,1632.6701485264357,32.42333664192665,229,0,None
299.2118038680285,310.2487825255485,1316.3587941832402,53.71764451968748,153,0,None
300.519570589969,310.2304692195526,1440.6569563139633,39.13470932570075,156,0,None
301.14449141129336,310.0808094643479,1444.6152101482305,24.515706219241768,152,1,Heat Dissipation Failure
298.7923743673581,309.11100186383106,1421.883045288664,43.13937417958136,222,0,None
300.2345584709045,310.8782176857877,1637.8212283897003,50.381036037247824,209,0,None
297.9913629530951,306.83993381721984,1610.4718105113595,25.61710536198805,235,0,None
299.66557426133727,308.0752361532635,1359.3877288873286,48.771793249324254,71,0,None
297.96788239544577,307.8288972052845,1314.334877589674,39.40753082795755,16,0,None
299.51138742233417,308.765851584383,1156.4858398282133,52.8924359056448,79,0,None
301.4510937341601,311.55035914487655,1726.067185426399,51.298079714948486,52,0,None
296.57134314680303,306.02460347299655,1737.298548184932,30.419233117178482,97,0,None
298.50883148234425,309.7505393104993,1553.4890032286921,35.893486310522675,87,0,None
300.5600831557705,310.3301076208891,1327.0303424823314,41.00138156582335,36,0,None
299.6973269043276,309.55158520037156,1822.3914850781794,43.23119181113075,15,0,None
299.132675501964,309.0545817444079,1536.4513623233593,43.61735841115358,160,0,None
300.5813199854895,310.2072052551986,1567.1771281303259,33.99663116471845,81,0,None
301.2595322194507,310.26955407143606,1619.2183946608834,42.17014656540185,31,0,None
302.85044608269715,312.60638683553105,1741.7686801519371,44.591895958776796,60,0,None
298.5099985108193,308.27030614834763,1318.0307203583604,23.724681100212738,146,0,None
298.9605505290159,308.0485077449391,1299.2458174583264,32.56066759035375,141,1,Overstrain Failure
303.2222674231413,312.4661867653883,1878.3787708187538,59.47672027582756,125,0,None
295.02495517383943,306.17598609297477,1333.8729430096043,42.38504420483906,211,0,None
304.2170371509532,314.1807683275629,1748.3371024745452,56.517805167681395,243,0,None
299.2408356342991,307.43362699118353,1580.9331244077744,46.389950026302685,50,0,None
301.1390853937716,310.4472711904601,1465.3063664828558,40.15211843238777,28,0,None
303.4281999673786,313.5359229590407,1337.5124047383856,48.52880090113739,221,0,None
296.61745961871424,305.4288488480624,1464.7992714448387,49.539813273317506,67,0,None
298.99388015259547,309.6676491405151,1484.8386913298514,39.76474040788927,131,0,None
298.3808643339611,307.8998663382785,1172.3680183157946,34.17429103210776,198,0,None
299.76831981744544,309.8434159351476,1629.9300808310113,38.222050789026376,258,0,None
300.5697396174005,310.4755650514065,1533.552007325035,24.851492625279484,0,0,None
301.4118345639133,311.8478618894275,1397.9133200245835,39.64994470580001,30,0,None
299.60493064060785,308.74453962033687,1206.575263035088,28.646156064158166,28,0,None
300.1314399266108,310.4969082345334,1800.6996746235777,27.931210329158603,212,0,None
302.6260706372228,311.2261572060407,1473.268744809305,41.65646361592228,190,0,None
302.69059071250473,313.63372088256403,1528.6764153679194,25.751945422538764,234,0,None
301.19592774751277,310.11347754560677,1294.1955518077002,29.65973000829107,212,0,None
299.3011511901773,308.59014697407486,1733.875391168823,25.620794108227194,29,0,None
297.58861984778434,307.32284064363955,1207.3633153876372,49.61152687985037,142,0,None
299.4770855981852,309.00315239438186,1469.0795175904977,33.36473797758011,22,0,None
299.18486393566343,308.61853617389903,1568.8197584652405,50.32109949630784,206,0,None
296.7503342646947,306.7463832558152,1346.5863163136305,27.546558924710514,33,0,None
300.1299875861579,309.98065554891866,1673.1725691884249,40.976712416006364,143,0,None
303.1271448128215,314.64133976216897,1592.357383878162,46.852919443971565,187,1,Random Failure
300.12569966804955,309.8548080184605,1466.6768331984597,37.537953435934355,143,0,None
302.909519348004,313.5528209665581,1619.8117970857709,36.4071015833876,90,0,None
300.67773344047157,310.87919690509085,1687.9710300898726,44.49840261427244,258,0,None
300.6801871886622,309.9777332527142,1527.0483336375412,56.544523163921056,231,0,None
301.09737541245505,311.62446998935394,1799.0579854568437,27.871974376632174,140,0,None
299.61529325375056,309.4304103255523,1329.2212976995652,47.28892376593997,244,0,None
299.1080008871647,309.1604910112361,1433.9732280749865,30.593526917717227,219,0,None
298.3806693162783,307.020355926094,1605.033177808939,43.0161460918655,102,0,None
304.5434769507324,314.2469245312349,1600.4407575799735,27.82873831873198,137,0,None
302.12313750875387,314.6484414926954,1239.9830591495659,37.56424958551037,190,0,None
298.6631083346359,308.1140386546892,1551.0079949530464,48.06143848024129,30,0,None
297.56733438135075,306.7734152994894,1253.7898354759022,41.75371432620349,27,0,None
299.55826671027523,309.3416470963364,1444.497536791436,31.797658006126706,203,0,None
297.8734689999702,308.2058728727735,1533.2706212733729,35.394465518263914,162,0,None
297.853493974424,308.7433445725816,1589.8985433575065,22.72698385085773,88,0,None
300.95312921202196,309.9895814512492,1473.4610062677848,39.66517724999698,58,0,None
302.8113700273893,311.8791926079836,1662.6424473014486,28.945629499518947,141,0,None
301.5506769446615,313.05956994242615,1541.2524560211107,53.78824130922483,172,0,None
296.18201320242093,307.0035555953484,1677.5177020806645,41.11018663948638,126,0,None
300.0602851676434,311.2141823629641,1418.350405758176,42.59123424863748,119,0,None
301.2668688546468,311.54538618845373,1754.1592825521345,47.94497154595605,199,0,None
299.27878183407086,309.4612753822684,1606.0025000198968,51.199965760373225,180,0,None
304.70379051554664,313.22482135131173,1632.48110447017,44.76178668332429,57,0,None
300.3246593449114,309.9639672918247,1438.4586993952335,41.184641615887934,15,0,None
299.72204604939543,309.16484094305787,1573.934416445423,30.87511674162299,243,0,None
297.33518361745683,308.5025900564417,1663.912668132702,33.393381323089,87,0,None
299.2860148099665,310.1449982607512,1435.0295459215843,41.45119283955939,28,0,None
298.7287845572061,308.8641464764587,1476.737189407108,35.03314124954477,258,0,None
299.36600799247174,312.2937113548224,1514.7987634229783,27.70695131234991,90,0,None
304.94182998977044,314.80343522936477,1409.5376856366247,36.409160673783916,201,0,None
298.5806641798204,308.9192034909505,1571.5578117950354,53.05391360886257,181,0,None
297.78232055828823,307.66984539011906,1229.050825457278,33.51606020100367,239,0,None
301.600590398396,311.6870471373385,1572.1300380080772,44.12192167697278,224,0,None
296.82275765652764,307.64127030445474,1751.3567367675942,23.511783106192887,146,0,None
304.11333305767823,314.3263858071263,1508.268897739936,49.82611843943907,38,0,None
300.775930214936,311.36764124628615,1348.3715695670608,41.98425858213983,247,0,None
298.82260645128775,307.8471532771961,1707.931585014101,51.74455760324303,124,1,Overstrain Failure
299.55421542780164,308.4187974829965,1175.849230197154,47.1559982268474,0,0,None
296.76534373377814,306.5032870201789,1514.4889985048362,44.25860416167279,246,1,Overstrain Failure
299.2419401691278,307.6210192772016,1626.7927712795295,30.44388174190683,218,0,None
297.8697957266624,308.5456297631333,1633.1684119942345,24.495489514489293,128,0,None
300.6045074566879,312.12767917306286,1222.1012334980946,39.75429919053291,187,0,None
298.9576455534224,308.17229617597843,1540.9887189226297,36.690482384824705,253,0,None
302.2024268311473,313.1523004357353,1289.3548861527734,37.970961015109616,253,0,None
297.99919059403453,307.77366498395514,1654.0564284938682,29.420001014255057,248,0,None
299.18304058858894,309.4293070842342,1513.6637957483142,34.21440873062337,211,0,None
304.2523503397167,313.5462952614253,1514.6760505689438,41.495467822764326,122,0,None
299.133608311712,307.6833874849717,1206.6175882911969,56.37910550610515,154,0,None
299.43979444768377,309.0655566287381,1356.163771172114,36.37387908707447,105,0,None
299.8347070512446,310.11672740691705,1568.6720839925492,38.439613833272944,191,0,None
303.9976129850881,315.19325321859236,1630.0459645530568,58.17010170937806,53,0,None
298.76827057300125,308.9716671286507,1540.5145889863038,38.88148092533275,117,0,None
300.8860402479328,311.37007013586646,1733.120666920922,37.14536734802118,115,0,None
300.16767973954165,311.9697650629239,1717.7887716497062,43.06762727857878,15,0,None
298.23334062727395,308.6208246282577,1326.2638007744786,50.27872574751715,92,0,None
299.22540660172086,307.9813978139553,1491.796249687484,16.109314626064478,96,0,None
299.05920598722395,310.24665988878314,1376.990588828608,50.94440446558914,252,0,None
301.6749305015194,312.69417704670957,1411.3747377310947,41.37656304313488,231,0,None
302.17960543212615,311.23085203505843,1564.8085946990734,36.931418397911465,194,0,None
302.13991933143535,311.455499525486,1378.02871214799,50.1328314303817,115,0,None
302.78394130783676,312.10264687765977,1409.1133474198436,40.155784954464906,231,0,None
299.2261469017448,310.2491345749955,1151.8988160827187,41.79453084436987,151,0,None
300.4062192282467,309.7848311739789,1636.792405731387,26.43377444929954,221,0,None
302.10588364834007,312.11362367295925,1110.1515274664032,28.877499378597946,225,0,None
297.9908200229127,306.57294235638915,1811.0662942113865,41.41250491583149,116,0,None
300.6075511643289,310.44060945219934,1174.3233288190004,52.273264341874786,123,0,None
302.5006384487832,313.97180973449366,1602.9218009950616,47.03416925370452,219,0,None
299.01401449783197,308.9534520580978,1348.320547306325,36.102373217366505,58,0,None
301.9274701659533,312.0455678263519,1529.700090470656,24.977094625229423,194,0,None
299.3476017178784,307.4410857206222,1531.4215033712517,47.66831027907693,180,0,None
302.1378251816071,311.9316961924264,1393.8414765775785,34.620028152050274,253,0,None
299.8360659615556,310.2374450624522,1455.7409548027279,33.40882199424386,130,0,None
301.0609473160418,309.9362302252358,1304.0428373894806,19.722703577724367,29,0,None
301.443632097068,312.37933041131765,1570.189474645229,28.340151443326263,218,0,None
299.12674166754636,309.21270907129644,1398.5344267606356,22.93522098890975,19,0,None
298.9710407336472,308.2616678891753,1433.6848476164018,23.136049695346138,154,0,None
302.62029719703423,309.7858140142906,1521.871368034708,50.40869473800788,215,0,None
301.93771430725855,313.2075799460603,1455.4699250010062,24.371318718656333,235,0,None
302.00380911250636,312.30293151720974,1499.8300559082384,31.80993298888059,59,0,None
301.07532691036744,312.9714483109708,1652.2701991589572,17.522381276421314,60,0,None
300.8132676214282,311.1737044293772,1739.555885483832,23.74682724927006,226,0,None
300.4580700373178,311.9847287504859,1395.477065529278,50.55881689053983,229,0,None
300.0939131228826,308.8351921039632,1547.4433778035084,25.004545710538153,215,0,None
301.8363179144361,312.79924473973216,1209.5165476255888,47.20949050931533,155,0,None
296.5435862730418,307.33048648731403,1350.999050989476,38.073558925289795,252,1,Tool Wear Failure
298.68480998971785,308.20972826449747,1539.6800778857562,34.04092430710468,203,0,None
298.3959639536325,309.1365191827356,1357.654393959165,44.06420381865363,193,0,None
299.82001285355926,309.9955523845671,1607.9747174279455,30.446660185541226,218,0,None
298.7886931158823,305.45812909892175,1529.0061799523166,45.983246611941915,57,0,None
301.52310247659346,312.7268843398479,1333.0753954463953,33.504513598055496,60,0,None
298.92955657155557,307.3187416270235,1857.7064469384368,33.35824334771305,208,0,None
299.24769813390037,308.5554938161824,1377.4174589424085,53.60135664384025,185,0,None
299.43083751569435,309.95530465217684,1570.3805539313441,29.291173836132618,232,0,None
301.3562159284683,310.5573885494711,1557.6215621031301,33.998006071359264,229,0,None
302.09002147734947,313.3280495565042,1636.326341728603,49.89636453280502,125,0,None
300.4841677214575,312.582611225313,1651.3879592880185,44.69130423997123,97,0,None
302.5815659205011,311.7717306232457,1302.0016395389011,42.11954476851442,103,0,None
297.87459410144123,308.66831627388,1526.9378147717089,33.14855713516876,39,0,None
299.10208790768877,309.42507595001535,1480.0503909373433,45.0986764402438,122,0,None
299.4432262614948,311.30639780373076,1256.1022851009675,37.78454989758348,35,0,None
297.6382791764967,308.1999696683203,1345.213567391056,37.76295784015271,139,0,None
298.8780260620597,307.71763682727817,1716.9178273664525,21.623354301066982,189,0,None
299.2953474456527,307.72596919876406,1514.9824200084022,36.85512779916336,62,0,None
298.1631883278064,307.85774335035217,1271.980572069081,32.580864367660844,32,0,None
301.54974761844295,310.16505626966386,1343.695388315495,38.59486547948416,243,0,None
300.09815120228717,310.14547843199273,1221.797580892483,41.85945439461914,92,0,None
300.2397335137595,309.6923691153557,1623.137086143608,37.229895141834135,57,0,None
300.1947717444964,311.5760170405554,1501.9392798844144,27.43145559295982,148,0,None
295.5549152675225,306.56689349337597,1706.096907239448,47.64500854707391,210,0,None
298.70085101623255,307.60852454834173,1382.337922422666,56.71006064049768,155,0,None
300.3018829042195,310.5476194086857,1447.4262727145322,54.116190625815165,132,0,None
